Game,MS_Store_Link,ProductID
Far Cry 3: Blood Dragon,Not Found,N/A
Far Cry Primal,Not Found,N/A
Hungry Shark World,https://www.xbox.com/en-us/games/store/Hungry-Shark-World/C3NHWKLR94M9,C3NHWKLR94M9
Monopoly Madness,Not Found,N/A
Monopoly (2024),https://www.xbox.com/en-us/games/store/new-monopoly/9p8h220g3s4p,9p8h220g3s4p
OddBallers,Not Found,N/A
Prince of Persia: The Lost Crown,https://www.xbox.com/en-us/games/store/prince-of-persia-the-lost-crown-complete-edition/9pgmq7wtm74b,9pgmq7wtm74b
Rabbids Invasion: The Interactive TV Show,https://www.xbox.com/en-us/games/store/Rabbids-Invasion-The-Interactive-TV-Show/BXZ0JDCPRV6C,BXZ0JDCPRV6C
Rabbids: Party of Legends,https://www.xbox.com/en-us/games/store/rabbids-party-of-legends/9plf73ss7m6j,9plf73ss7m6j
Rayman Legends,https://www.xbox.com/en-us/games/store/Rayman-Legends/C26K4DVGR45B,C26K4DVGR45B
Risk: Urban Assault,https://www.xbox.com/en-us/games/store/Risk-Urban-Assault/BTDRTXBKDBRR,BTDRTXBKDBRR
Scott Pilgrim vs. The World: The Game,Error,N/A
Skull and Bones,Error,N/A
South Park: The Stick of Truth,Not Found,N/A
Starlink: Battle for Atlas,https://www.xbox.com/en-us/games/store/Starlink-Battle-for-Atlas/BT3KQ8HLLZ6K,BT3KQ8HLLZ6K
Steep,https://www.xbox.com/en-us/games/store/STEEP/C350VBGGCL6P,C350VBGGCL6P
The Crew 2,https://www.xbox.com/en-us/games/store/The-Crew-2/BV05F8VT7JJ4,BV05F8VT7JJ4
The Settlers: New Allies,https://www.xbox.com/en-us/games/store/the-settlers-new-allies/9n4rm9dx29h1,9n4rm9dx29h1
Tom Clancy's Ghost Recon Breakpoint,https://www.xbox.com/en-us/games/store/Tom-Clancys-Ghost-Recon-Breakpoint-Deluxe-Edition/9N60PDBXC0MB,9N60PDBXC0MB
Tom Clancy's Rainbow Six: Extraction,https://www.xbox.com/en-us/games/store/tom-clancys-rainbow-six-extraction/9NK1FQJ1SMCB,9NK1FQJ1SMCB
Tom Clancy's The Division,https://www.xbox.com/en-us/games/store/Tom-Clancys-The-Division/BRGPD72KHM3Q,BRGPD72KHM3Q
Trackmania Turbo,https://www.xbox.com/en-us/games/store/Trackmania-Turbo/C3SQQG5Q6Z64,C3SQQG5Q6Z64
Transference,https://www.xbox.com/en-us/games/store/Transference/C0RNBFHQ7X96,C0RNBFHQ7X96
Trials Fusion,https://www.xbox.com/en-us/games/store/Trials-Fusion/BVCRSR6XSDW5,BVCRSR6XSDW5
Trials of the Blood Dragon,https://www.xbox.com/en-us/games/store/Trials-of-the-Blood-Dragon/BPPR6D5C2GLF,BPPR6D5C2GLF
Trials Rising,https://www.xbox.com/en-us/games/store/trials-rising-standard-edition/bz9tjx1v2ns6,bz9tjx1v2ns6
Uno,https://www.xbox.com/en-us/games/store/UNO/BNSDHDK45KBR,BNSDHDK45KBR
Valiant Hearts: The Great War,https://www.xbox.com/en-us/games/store/Valiant-Hearts-The-Great-War/C0X15TR4NP0B,C0X15TR4NP0B
Watch_Dogs,Not Found,N/A
Wheel of Fortune,https://www.xbox.com/en-us/games/store/Wheel-Of-Fortune/BR76VBTV0NK0,BR76VBTV0NK0
Zombi,https://www.xbox.com/en-us/games/store/ZOMBI/BR03N9C6Z9G6,BR03N9C6Z9G6
Lara Croft and the Guardian of Light,https://www.xbox.com/en-us/games/store/Lara-Croft-and-the-Guardian-of-Light/BX7XFZ51XTW8,BX7XFZ51XTW8
Peppa Pig: World Adventures,https://www.xbox.com/en-us/games/store/peppa-pig-world-adventures/9p0p58r3nqds,9p0p58r3nqds
Visions of Mana,https://www.xbox.com/en-us/games/store/visions-of-mana/9nj5wv40pd08,9nj5wv40pd08
SWORN,https://www.xbox.com/en-us/games/store/sworn-digital-deluxe-edition/9n2q1ncx7hvc,9n2q1ncx7hvc
ENDLESS Legend 2 (Game Preview),https://www.xbox.com/en-us/games/store/endless-legend-2-game-preview/9NQNRZG07H94,9NQNRZG07H94
Hades,https://www.xbox.com/en-us/games/store/Hades/9P8DL6W0JBB8,9P8DL6W0JBB8
Frostpunk 2,Not Found,N/A
Wobbly Life,https://www.xbox.com/en-us/games/store/Wobbly-Life/9NS86BQ33SPX,9NS86BQ33SPX
Deep Rock Galactic: Survivor,https://www.xbox.com/en-us/games/store/deep-rock-galactic-survivor/9phgqprbbsxk,9phgqprbbsxk
RoadCraft,https://www.xbox.com/en-us/games/store/roadcraft/9n4j937wlfpz,9n4j937wlfpz
Hollow Knight: Silksong,Not Found,N/A
Cataclismo,Not Found,N/A
I Am Your Beast,Not Found,N/A
Dragon Age: The Veilguard,Not Found,N/A
Gears of War: Reloaded,Not Found,N/A
Herdling,https://www.xbox.com/en-us/games/store/herdling/9NNHK7K8RV9C,9NNHK7K8RV9C
The Rogue Prince of Persia,https://www.xbox.com/en-us/games/store/the-rogue-prince-of-persia/9p7m1vcxkqvd,9p7m1vcxkqvd
Persona 4: Golden,Not Found,N/A
Blacksmith Master,https://www.xbox.com/en-us/games/store/blacksmith-master-game-preview/9nmzh1kxltsb,9nmzh1kxltsb
VOID/BREAKER,Not Found,N/A
9 Kings (Game Preview),Not Found,N/A
Caesar III,https://www.xbox.com/en-us/games/store/Caesar-Empire-Wars-XBox/9NS76Q8J3FJV,9NS76Q8J3FJV
Climber 5,https://www.xbox.com/en-us/games/store/climber-sky-is-the-limit/9mzkgmn35rm0,9mzkgmn35rm0
The Colonel's Bequest,Not Found,N/A
Private Eye,Not Found,N/A
Oystron,Not Found,N/A
Shootin' Gallery,https://www.xbox.com/en-us/games/store/gun-free-to-fire-shooting-games/9p4djqq8tf33,9p4djqq8tf33
Wing War,https://www.xbox.com/en-us/games/store/spacewing-war/9p3zdhtgc23p,9p3zdhtgc23p
Aliens: Fireteam Elite,https://www.xbox.com/en-us/games/store/aliens-fireteam-elite/9PG28RXDG9GQ,9PG28RXDG9GQ
Assassin's Creed Mirage,Not Found,N/A
Heretic + Hexen,https://www.xbox.com/en-us/games/store/heretic-hexen/9NC7NRD0CM11,9NC7NRD0CM11
Rain World,Not Found,N/A
Farming Simulator 25,Not Found,N/A
Grounded 2 (Game Preview),Not Found,N/A
WUCHANG: Fallen Feathers,Not Found,N/A
Wheel World,Not Found,N/A
Abiotic Factor,Not Found,N/A
Descenders Next (Game Preview),Not Found,N/A
Caesar,https://www.xbox.com/en-us/games/store/Caesar-Empire-Wars-XBox/9NS76Q8J3FJV,9NS76Q8J3FJV
Conquests of Camelot: The Search for the Grail,Not Found,N/A
Gabriel Knight: Sins of the Fathers,Not Found,N/A
Hard Head,Not Found,N/A
Okie Dokie,https://www.xbox.com/en-us/games/store/Doki-Doki-Literature-Club-Plus/9MWQ4NQ5WX37,9MWQ4NQ5WX37
Skate Boardin',https://www.xbox.com/en-us/games/store/skate-game-preview/9PHF9K5Q6ZLZ,9PHF9K5Q6ZLZ
Skeleton+,https://www.xbox.com/en-us/games/store/Skeletal-Avenger/9P7QR4N2DXT6,9P7QR4N2DXT6
He Is Coming (Game Preview),https://www.xbox.com/en-us/games/store/he-is-coming-game-preview/9n86qx607tmr,9n86qx607tmr
RoboCop: Rogue City,Not Found,N/A
My Friendly Neighborhood,https://www.xbox.com/en-us/games/store/my-friendly-neighborhood/9mwv1mv9lwf4,9mwv1mv9lwf4
High on Life,Not Found,N/A
Tony Hawk's Pro Skater 3 + 4,https://www.xbox.com/en-us/games/store/tony-hawks-pro-skater-3-4/9n1wk33qnsrj,9n1wk33qnsrj
Minami Lane,Not Found,N/A
The Ascent,Not Found,N/A
Ultimate Chicken Horse,https://www.xbox.com/en-us/games/store/Ultimate-Chicken-Horse/BNNMLWZRNQF6,BNNMLWZRNQF6
Cosmic Commuter,Not Found,N/A
Heart of China,Not Found,N/A
Skiing,https://www.xbox.com/en-us/games/store/Ultimate-Ski-Jumping-2020/9N1J11R9SG6Z,9N1J11R9SG6Z
Solar Storm,Not Found,N/A
Subterranea,https://www.xbox.com/en-us/games/store/Subterrain/BQT43569VWF2,BQT43569VWF2
Little Nightmares II,Not Found,N/A
Rise of the Tomb Raider,https://www.xbox.com/en-us/games/store/Rise-of-the-Tomb-Raider/BPCN22ZVT05C,BPCN22ZVT05C
Call of Duty: WWII,https://www.xbox.com/en-us/games/store/Call-of-Duty-WWII/BV0NSD4NN4V4,BV0NSD4NN4V4
Warcraft I: Remastered,Not Found,N/A
Warcraft II: Remastered,https://www.xbox.com/en-us/games/store/warcraft-ii-remastered/9nm7j25gmdhp,9nm7j25gmdhp
Warcraft III: Reforged,https://www.xbox.com/en-us/games/store/warcraft-iii-reforged/9nwb9pl1l2pq,9nwb9pl1l2pq
Volcano Princess,Not Found,N/A
Rematch,Not Found,N/A
FBC: Firebreak,https://www.xbox.com/en-us/games/store/fbc-firebreak-deluxe-edition-upgrade/9n00v4dmjsrj,9n00v4dmjsrj
Crash Bandicoot 4: It's About Time,https://www.xbox.com/en-us/games/store/Crash-Bandicoot-4-Its-About-Time/9PMXPQ307Z5P,9PMXPQ307Z5P
Lost in Random: The Eternal Die,Not Found,N/A
The Alters,https://www.xbox.com/en-us/games/store/the-alters-deluxe-edition/9n245sqh49wx,9n245sqh49wx
EA Sports FC 25,Not Found,N/A
"Warhammer 40,000: Space Marine - Master Crafted Edition",Not Found,N/A
Baldur's Gate: Enhanced Edition,https://www.xbox.com/en-us/games/store/Baldurs-Gate-and-Baldurs-Gate-II-Enhanced-Editions/9NCNBWZSHZR5,9NCNBWZSHZR5
Baldur's Gate II: Enhanced Edition,https://www.xbox.com/en-us/games/store/Baldurs-Gate-and-Baldurs-Gate-II-Enhanced-Editions/9NCNBWZSHZR5,9NCNBWZSHZR5
Symphonia (2024),Not Found,N/A
Crypt Custodian,https://www.xbox.com/en-us/games/store/crypt-custodian/9plg24bmtp3t,9plg24bmtp3t
Spray Paint Simulator,https://www.xbox.com/en-us/games/store/spray-paint-simulator/9NDKXPQBBNJN,9NDKXPQBBNJN
Metaphor: ReFantazio,https://www.xbox.com/en-us/games/store/metaphor-refantazio/9n5dv8310xp7,9n5dv8310xp7
To a T,Not Found,N/A
Tom Clancy's The Division 2,https://www.xbox.com/en-us/games/store/Tom-Clancys-The-Division-2/BVQ3V30ZXVT5,BVQ3V30ZXVT5
Tales of Kenzera: ZAU,https://www.xbox.com/en-us/games/store/tales-of-kenzera-zau/9nnnmbxffg4w,9nnnmbxffg4w
Activision Prototype #1,https://www.xbox.com/en-us/games/store/PROTOTYPE/BTB6374NZGV3,BTB6374NZGV3
Atlantis,https://www.xbox.com/en-us/games/store/atlantis/bs53s54dp2l1,bs53s54dp2l1
Atlantis II,Not Found,N/A
Barnstorming,Not Found,N/A
Baseball,Not Found,N/A
Beamrider,Not Found,N/A
Bloody Human Freeway,Not Found,N/A
Boxing,https://www.xbox.com/en-us/games/store/undisputed/9nq6z171xzx8,9nq6z171xzx8
Bridge,https://www.xbox.com/en-us/games/store/bridge-race/9NFGR7284HXC,9NFGR7284HXC
Caesar II,https://www.xbox.com/en-us/games/store/Caesar-Empire-Wars-XBox/9NS76Q8J3FJV,9NS76Q8J3FJV
Checkers,https://www.xbox.com/en-us/games/store/Checkers-for-Kids/9N83WWN31GFP,9N83WWN31GFP
Chopper Command,Not Found,N/A
Commando,https://www.xbox.com/en-us/games/store/commandos-origins-deluxe-edition/9n37rmlxbh85,9n37rmlxbh85
Conquests of the Longbow: The Legend of Robin Hood,Not Found,N/A
Cosmic Ark,Not Found,N/A
Crackpots,Not Found,N/A
Decathlon,Not Found,N/A
Demon Attack,https://www.xbox.com/en-us/games/store/Demon-Slayer-Kimetsu-no-Yaiba-The-Hinokami-Chronicles/9NVH4XG38T95,9NVH4XG38T95
Dolphin,Not Found,N/A
Dragster,https://www.xbox.com/en-us/games/store/Drag-Pack/BXTVK4CFXZZT,BXTVK4CFXZZT
Enduro,https://www.xbox.com/en-us/games/store/World-Enduro-Rally/9NRN0G8KJPSL,9NRN0G8KJPSL
Fathom,Not Found,N/A
Fire Fighter,Not Found,N/A
Fishing Derby,Not Found,N/A
Freddy Pharkas: Frontier Pharmacist,Not Found,N/A
Freeway,Not Found,N/A
Frostbite,https://www.xbox.com/en-us/games/store/space-engineers-frostbite-pack/9p3m382025q7,9p3m382025q7
Grand Prix,https://www.xbox.com/en-us/games/store/grand-prix-story/9nxn3l4lzc81,9nxn3l4lzc81
H.E.R.O.,Not Found,N/A
Kaboom!,Not Found,N/A
Laser Blast,Not Found,N/A
MechWarrior,https://www.xbox.com/en-us/games/store/MechWarrior-5-Mercenaries/9PB86W3JK8Z5,9PB86W3JK8Z5
MechWarrior 2: 31st Century Combat,Not Found,N/A
Megamania,https://www.xbox.com/en-us/games/store/Mega-Man-Legacy-Collection/C38Z8L4RHSHS,C38Z8L4RHSHS
Pitfall II: Lost Caverns,Not Found,N/A
Pitfall!,Not Found,N/A
Police Quest,https://www.xbox.com/en-us/games/store/Police-Stories/9PN42GDJ8XFG,9PN42GDJ8XFG
Pressure Cooker,Not Found,N/A
Quest for Glory: So You Want to Be a Hero,Not Found,N/A
Riddle of the Sphinx,Not Found,N/A
River Raid,Not Found,N/A
River Raid II,Not Found,N/A
Robot Tank,https://www.xbox.com/en-us/games/store/Tanks-Bundle/9MV1S60RTR0R,9MV1S60RTR0R
Sky Jinks,https://www.xbox.com/en-us/games/store/Skylanders-Imaginators/BNQMNDKFH3Z6,BNQMNDKFH3Z6
Space Quest 2,Not Found,N/A
Space Quest 6,Not Found,N/A
Space Treat Deluxe,Not Found,N/A
Spider Fighter,https://www.xbox.com/en-us/games/store/spiderheck/9n0trf57smqh,9n0trf57smqh
Star Voyager,https://www.xbox.com/en-us/games/store/star-trek-voyager-across-the-unknown/9pk6xj2b5gzz,9pk6xj2b5gzz
Tennis,https://www.xbox.com/en-us/games/store/matchpoint-tennis-championships/9p66ggsjr71m,9p66ggsjr71m
The Adventures of Willy Beamish,Not Found,N/A
The Dagger of Amon Ra,Not Found,N/A
Thwocker,Not Found,N/A
Title Match Pro Wrestling,Not Found,N/A
Torin's Passage,Not Found,N/A
Trick Shot,Not Found,N/A
Vault Assault,Not Found,N/A
Venetian Blinds,Not Found,N/A
